id,name,geonamesId,place,pointLat,pointLon,kemendagriCode,stateId,stateName,stateIso,countryId,countryIso
Q15838,Minahasa Utara,,TOWN,1.4025,124.96,71.06,Q5068,Sulawesi Utara,ID-SA,Q252,ID
Q11096,Mojokerto,,TOWN,-7.15388889,112.65611111,35.16,Q3586,Jawa Timur,ID-JI,Q252,ID
Q11447,Mojokerto,1635111,CITY,-7.472222222,112.433611111,35.76,Q3586,Jawa Timur,ID-JI,Q252,ID
Q15815,Morowali,,TOWN,-1.84556,121.304,72.06,Q5065,Sulawesi Tengah,ID-ST,Q252,ID
Q12488353,Morowali Utara,,TOWN,-1.987,121.339,72.12,Q5065,Sulawesi Tengah,ID-ST,Q252,ID
Q8119,Muara Enim,,TOWN,,,16.03,Q2271,Sumatera Selatan,ID-SS,Q252,ID
Q7381,Muaro Jambi,,TOWN,-1.640277777,103.743888888,15.05,Q2051,Jambi,ID-JA,Q252,ID
Q8033,Muko Muko,,TOWN,-2.583330555,101.117,17.06,Q1890,Bengkulu,ID-BE,Q252,ID
Q15363,Muna,,TOWN,-4.8425,122.648,74.03,Q5075,Sulawesi Tenggara,ID-SG,Q252,ID
Q19746428,Muna Barat,,TOWN,,,74.13,Q5075,Sulawesi Tenggara,ID-SG,Q252,ID
Q14195,Murung Raya,1634654,TOWN,-1.40833333,115.13333333,62.12,Q3891,Kalimantan Tengah,ID-KT,Q252,ID
Q8120,Musi Banyuasin,,TOWN,-2.89388889,103.8125,16.06,Q2271,Sumatera Selatan,ID-SS,Q252,ID
Q8121,Musi Rawas,,TOWN,,,16.05,Q2271,Sumatera Selatan,ID-SS,Q252,ID
Q18511812,Musi Rawas Utara,,TOWN,,,16.13,Q2271,Sumatera Selatan,ID-SS,Q252,ID
Q27708,Nabire,,TOWN,,,91.04,Q5095,Papua,ID-PA,Q252,ID
Q5746,Nagan Raya,,TOWN,4.166666666,96.5,11.15,Q1823,Aceh,ID-AC,Q252,ID
Q14144,Nagekeo,,TOWN,,,53.16,Q5061,Nusa Tenggara Timur,ID-NT,Q252,ID
Q10100,Natuna,1634312,TOWN,4.0,108.25,21.03,Q2223,Kepulauan Riau,ID-KR,Q252,ID
Q27724,Nduga,9828977,TOWN,,,91.24,Q5095,Papua,ID-PA,Q252,ID
Q14145,Ngada,,TOWN,,,53.09,Q5061,Nusa Tenggara Timur,ID-NT,Q252,ID
Q11098,Nganjuk,1634131,TOWN,-7.6,111.916666666,35.18,Q3586,Jawa Timur,ID-JI,Q252,ID
Q11108,Ngawi,,TOWN,-7.4,111.433333333,35.21,Q3586,Jawa Timur,ID-JI,Q252,ID
Q5841,Nias,,TOWN,,,12.04,Q2140,Sumatera Utara,ID-SU,Q252,ID
Q5909,Nias Barat,,TOWN,,,12.25,Q2140,Sumatera Utara,ID-SU,Q252,ID
Q5918,Nias Selatan,,TOWN,,,12.14,Q2140,Sumatera Utara,ID-SU,Q252,ID
Q5853,Nias Utara,,TOWN,,,12.24,Q2140,Sumatera Utara,ID-SU,Q252,ID
Q14481,Nunukan,,TOWN,4.05944444,117.66694444,65.03,Q3903,Kalimantan Utara,ID-KU,Q252,ID
Q8122,Ogan Ilir,,TOWN,,,16.10,Q2271,Sumatera Selatan,ID-SS,Q252,ID
Q8125,Ogan Komering Ilir,,TOWN,-2.3,104.2,16.02,Q2271,Sumatera Selatan,ID-SS,Q252,ID
Q8126,Ogan Komering Ulu,,TOWN,,,16.01,Q2271,Sumatera Selatan,ID-SS,Q252,ID
Q8127,Ogan Komering Ulu Selatan,,TOWN,,,16.09,Q2271,Sumatera Selatan,ID-SS,Q252,ID
Q8110,Ogan Komering Ulu Timur,,TOWN,,,16.08,Q2271,Sumatera Selatan,ID-SS,Q252,ID
Q11111,Pacitan,,TOWN,-8.2,111.116666666,35.01,Q3586,Jawa Timur,ID-JI,Q252,ID
Q7253,Padang,1633419,CITY,-0.955556,100.360556,13.71,Q2772,Sumatera Barat,ID-SB,Q252,ID
Q5866,Padang Lawas,,TOWN,1.126026,99.813309,12.21,Q2140,Sumatera Utara,ID-SU,Q252,ID
Q5857,Padang Lawas Utara,,TOWN,,,12.20,Q2140,Sumatera Utara,ID-SU,Q252,ID
Q7256,Padang Panjang,1633375,CITY,-0.464444444,100.400833333,13.74,Q2772,Sumatera Barat,ID-SB,Q252,ID
Q6042,Padang Pariaman,,TOWN,-0.633333333,100.117,13.05,Q2772,Sumatera Barat,ID-SB,Q252,ID
Q5974,Padangsidimpuan,1214369,CITY,1.366666666,99.266666666,12.77,Q2140,Sumatera Utara,ID-SU,Q252,ID
Q8130,Pagar Alam,1633308,CITY,-4.021666666,103.252222222,16.72,Q2271,Sumatera Selatan,ID-SS,Q252,ID
Q14523,Pahuwato,1967697,TOWN,0.53305556,121.825,75.04,Q5067,Gorontalo,ID-GO,Q252,ID
Q5872,Pakpak Bharat,,TOWN,,,12.15,Q2140,Sumatera Utara,ID-SU,Q252,ID
Q14409,Palangka Raya,1633117,CITY,-2.21,113.92,62.71,Q3891,Kalimantan Tengah,ID-KT,Q252,ID
Q8131,Palembang,1633070,CITY,-2.983333333,104.764444444,16.71,Q2271,Sumatera Selatan,ID-SS,Q252,ID
Q14635,Palopo,1633037,CITY,-3.0,120.2,73.73,Q5078,Sulawesi Selatan,ID-SN,Q252,ID
Q15826,Palu,1633033,CITY,-0.9,119.833333333,72.71,Q5065,Sulawesi Tengah,ID-ST,Q252,ID
